prop1;prop2;prop3;allprop
0.8484161;86.67562;-0.22033806;[0.8484160900115967, 86.67562103271484, -0.22033806145191193]
1.0412847;82.52056;-0.22387339;[1.0412846803665161, 82.52056121826172, -0.22387339174747467]
1.088513;82.63896;-0.2263777;[1.0885130167007446, 82.63896179199219, -0.2263776957988739]
0.8002384;89.5691;-0.2204309;[0.8002383708953857, 89.56909942626953, -0.2204308956861496]
0.85833526;90.09174;-0.22351295;[0.8583352565765381, 90.09174346923828, -0.2235129475593567]
1.0322249;82.93981;-0.22434123;[1.0322248935699463, 82.93981170654297, -0.2243412286043167]
0.90008926;90.32043;-0.22459388;[0.9000892639160156, 90.32042694091797, -0.2245938777923584]
1.0659604;83.08132;-0.22511698;[1.06596040725708, 83.0813217163086, -0.22511698305606842]
1.12507;80.884384;-0.22423774;[1.1250699758529663, 80.88438415527344, -0.22423774003982544]
3.3918827;76.147156;-0.23541023;[3.3918826580047607, 76.14715576171875, -0.23541022837162018]
1.1434276;81.49247;-0.22505148;[1.1434276103973389, 81.49246978759766, -0.22505147755146027]
0.69147253;94.625725;-0.21841015;[0.6914725303649902, 94.62572479248047, -0.21841014921665192]
3.4342256;90.26532;-0.23121965;[3.434225559234619, 90.26531982421875, -0.23121964931488037]
0.94264543;88.11542;-0.22204192;[0.9426454305648804, 88.11541748046875, -0.22204191982746124]
0.9542867;89.20395;-0.22325888;[0.9542866945266724, 89.20394897460938, -0.2232588827610016]
3.518891;84.83181;-0.23597655;[3.5188910961151123, 84.8318099975586, -0.23597654700279236]
3.1192496;74.2974;-0.2348761;[3.1192495822906494, 74.29740142822266, -0.2348760962486267]
3.4446845;70.69593;-0.24100983;[3.4446845054626465, 70.69593048095703, -0.24100983142852783]
2.5988917;83.91122;-0.23075065;[2.5988917350769043, 83.91121673583984, -0.2307506501674652]
2.4753888;84.53493;-0.230091;[2.475388765335083, 84.53492736816406, -0.23009100556373596]
3.437006;74.455986;-0.23843901;[3.4370059967041016, 74.45598602294922, -0.23843900859355927]
3.437726;82.34603;-0.23380077;[3.4377260208129883, 82.34603118896484, -0.2338007688522339]
3.4487174;78.33891;-0.23666671;[3.4487173557281494, 78.33891296386719, -0.2366667091846466]
3.4328516;70.786736;-0.24042436;[3.432851552963257, 70.78673553466797, -0.24042436480522156]
3.444624;71.56563;-0.24049228;[3.4446239471435547, 71.56562805175781, -0.24049228429794312]
2.4510295;78.435005;-0.23073255;[2.4510295391082764, 78.43500518798828, -0.23073254525661469]
2.447345;79.37899;-0.23071209;[2.447345018386841, 79.37899017333984, -0.23071208596229553]
2.1894765;87.73253;-0.22712934;[2.189476490020752, 87.73252868652344, -0.22712934017181396]
2.4709256;80.4278;-0.23149276;[2.4709255695343018, 80.42780303955078, -0.2314927577972412]
2.661923;73.37022;-0.23510344;[2.6619229316711426, 73.3702163696289, -0.23510344326496124]
2.5577226;78.21961;-0.23406821;[2.557722568511963, 78.21961212158203, -0.23406821489334106]
3.4537852;77.14686;-0.2376001;[3.4537851810455322, 77.14685821533203, -0.23760010302066803]
3.6500509;72.378334;-0.2492423;[3.6500508785247803, 72.37833404541016, -0.24924230575561523]
3.6747403;85.48968;-0.24259037;[3.6747403144836426, 85.48967742919922, -0.24259036779403687]
3.8710063;80.72117;-0.2542326;[3.8710062503814697, 80.7211685180664, -0.25423258543014526]
3.655613;82.02151;-0.24378388;[3.6556129455566406, 82.0215072631836, -0.2437838762998581]
3.889603;77.40843;-0.25702924;[3.8896028995513916, 77.40843200683594, -0.2570292353630066]
3.7002778;78.95672;-0.24760517;[3.700277805328369, 78.95671844482422, -0.24760517477989197]
3.89858;74.44696;-0.25918573;[3.8985800743103027, 74.44696044921875, -0.2591857314109802]
3.4412925;73.87015;-0.23897842;[3.4412925243377686, 73.87014770507812, -0.23897841572761536]
3.6384137;69.210266;-0.25059476;[3.638413667678833, 69.21026611328125, -0.25059476494789124]
3.8417711;73.91098;-0.2569502;[3.841771125793457, 73.91098022460938, -0.2569501996040344]
3.639617;74.85131;-0.24730955;[3.6396169662475586, 74.85131072998047, -0.24730955064296722]
1.4593613;75.4339;-0.22896153;[1.4593613147735596, 75.43389892578125, -0.2289615273475647]
3.440011;70.32168;-0.24102138;[3.4400110244750977, 70.3216781616211, -0.24102137982845306]
2.5353205;79.5322;-0.23211823;[2.535320520401001, 79.5322036743164, -0.23211823403835297]
0.8637104;94.88674;-0.22094268;[0.8637104034423828, 94.8867416381836, -0.2209426760673523]
0.82692313;94.22281;-0.21989933;[0.826923131942749, 94.22280883789062, -0.21989932656288147]
2.5294375;72.11134;-0.23160465;[2.52943754196167, 72.11134338378906, -0.2316046506166458]
2.5977764;81.38563;-0.23137033;[2.597776412963867, 81.38562774658203, -0.23137032985687256]
2.5950985;80.71371;-0.23165506;[2.5950984954833984, 80.71370697021484, -0.2316550612449646]
2.7959673;72.47786;-0.23325297;[2.7959673404693604, 72.47785949707031, -0.23325297236442566]
2.526567;72.35005;-0.23190767;[2.526566982269287, 72.35005187988281, -0.2319076657295227]
2.8451133;73.24984;-0.23460117;[2.8451132774353027, 73.24983978271484, -0.23460116982460022]
1.1039944;78.214;-0.22373629;[1.103994369506836, 78.21399688720703, -0.22373628616333008]
0.36531138;101.45754;-0.21378474;[0.3653113842010498, 101.4575424194336, -0.21378473937511444]
0.6209786;94.70075;-0.21808904;[0.620978593826294, 94.70075225830078, -0.2180890440940857]
0.87834;87.7459;-0.22231063;[0.8783400058746338, 87.74590301513672, -0.2223106324672699]
1.0798287;78.789856;-0.22342826;[1.0798287391662598, 78.78985595703125, -0.22342826426029205]
1.125551;79.91028;-0.22517076;[1.1255509853363037, 79.9102783203125, -0.22517076134681702]
1.0418816;81.571;-0.22403415;[1.0418815612792969, 81.57099914550781, -0.2240341454744339]
1.110846;79.07393;-0.22392853;[1.1108460426330566, 79.07392883300781, -0.2239285260438919]
0.83997846;90.16473;-0.22224845;[0.8399784564971924, 90.16472625732422, -0.22224844992160797]
0.8061731;91.19995;-0.22180651;[0.8061730861663818, 91.199951171875, -0.22180651128292084]
1.0642182;83.9116;-0.22539608;[1.0642181634902954, 83.9115982055664, -0.2253960818052292]
1.0210937;82.31231;-0.22397389;[1.021093726158142, 82.31230926513672, -0.22397388517856598]
1.2128522;79.09295;-0.22804998;[1.2128522396087646, 79.09294891357422, -0.22804997861385345]
1.0586977;83.030045;-0.2252058;[1.0586977005004883, 83.03004455566406, -0.22520579397678375]
1.2265193;79.87282;-0.2285536;[1.2265193462371826, 79.87281799316406, -0.22855359315872192]
1.457035;71.847115;-0.23149367;[1.457034945487976, 71.84711456298828, -0.23149366676807404]
1.1581128;80.11471;-0.22459261;[1.1581127643585205, 80.11470794677734, -0.22459261119365692]
0.94151556;89.38767;-0.22292845;[0.9415155649185181, 89.3876724243164, -0.22292844951152802]
0.91058946;87.43695;-0.22109371;[0.9105894565582275, 87.43695068359375, -0.22109371423721313]
0.93020225;89.199165;-0.22276735;[0.9302022457122803, 89.19916534423828, -0.22276735305786133]
3.5052712;84.78245;-0.23539372;[3.5052711963653564, 84.7824478149414, -0.2353937178850174]
2.3726125;75.57885;-0.22976953;[2.372612476348877, 75.57884979248047, -0.2297695279121399]
3.038123;73.3756;-0.23324803;[3.0381228923797607, 73.37560272216797, -0.2332480251789093]
2.5627046;89.18638;-0.22736236;[2.562704563140869, 89.1863784790039, -0.22736236453056335]
3.522239;85.67364;-0.23562865;[3.5222389698028564, 85.67363739013672, -0.2356286495923996]
2.1192455;83.089195;-0.22620378;[2.1192455291748047, 83.08919525146484, -0.2262037843465805]
2.7905447;80.7037;-0.22974773;[2.7905447483062744, 80.70369720458984, -0.2297477275133133]
2.1114364;85.357574;-0.22727326;[2.111436367034912, 85.35757446289062, -0.22727325558662415]
2.3380415;77.00649;-0.22964047;[2.3380415439605713, 77.0064926147461, -0.22964046895503998]
2.3842692;77.58278;-0.23107263;[2.3842692375183105, 77.58277893066406, -0.23107263445854187]
2.5763059;69.52726;-0.23275658;[2.576305866241455, 69.52725982666016, -0.2327565848827362]
3.5482912;76.058876;-0.24249089;[3.5482912063598633, 76.05887603759766, -0.24249088764190674]
3.5296845;76.82667;-0.24120028;[3.529684543609619, 76.82666778564453, -0.2412002831697464]
3.660598;71.834305;-0.2500383;[3.660598039627075, 71.83430480957031, -0.2500382959842682]
2.1791613;87.20899;-0.2268821;[2.179161310195923, 87.20899200439453, -0.22688210010528564]
3.5455866;80.27357;-0.23987442;[3.545586585998535, 80.27356719970703, -0.23987442255020142]
2.4040508;80.154144;-0.23015341;[2.404050827026367, 80.15414428710938, -0.2301534116268158]
3.3802214;74.03621;-0.2361358;[3.380221366882324, 74.03620910644531, -0.236135795712471]
3.431255;72.11012;-0.23956922;[3.4312551021575928, 72.11012268066406, -0.23956921696662903]
3.406718;72.61297;-0.23816895;[3.4067180156707764, 72.61296844482422, -0.23816895484924316]
3.5367033;67.57007;-0.24699521;[3.53670334815979, 67.570068359375, -0.246995210647583]
3.419823;82.31461;-0.23301487;[3.419822931289673, 82.31461334228516, -0.23301486670970917]
0.8867557;89.86791;-0.22075555;[0.8867557048797607, 89.86791229248047, -0.22075554728507996]
1.2909352;80.7681;-0.22689347;[1.2909351587295532, 80.76809692382812, -0.22689346969127655]
1.1884216;84.28222;-0.2250596;[1.188421607017517, 84.28221893310547, -0.2250595986843109]
2.4367175;80.246765;-0.23025887;[2.4367175102233887, 80.24676513671875, -0.23025886714458466]
2.6139433;75.302666;-0.23338741;[2.613943338394165, 75.30266571044922, -0.23338741064071655]
1.0010445;86.44277;-0.2225634;[1.001044511795044, 86.4427719116211, -0.22256340086460114]
1.418766;73.808205;-0.22974643;[1.4187660217285156, 73.8082046508789, -0.22974643111228943]
1.4119004;75.16401;-0.2302161;[1.4119004011154175, 75.16400909423828, -0.2302161008119583]
1.0974945;89.284706;-0.22395626;[1.0974944829940796, 89.28470611572266, -0.22395625710487366]
2.6990798;76.37345;-0.23313595;[2.699079751968384, 76.37345123291016, -0.23313595354557037]
2.8344588;76.83494;-0.23345825;[2.834458827972412, 76.8349380493164, -0.2334582507610321]
2.7446084;75.199196;-0.23410374;[2.7446084022521973, 75.1991958618164, -0.2341037392616272]
2.7100034;67.875565;-0.23610243;[2.71000337600708, 67.87556457519531, -0.23610243201255798]
1.0528481;101.89901;-0.22250934;[1.0528481006622314, 101.89900970458984, -0.22250933945178986]
3.393985;72.07831;-0.2379133;[3.3939850330352783, 72.07830810546875, -0.23791329562664032]
3.501173;81.62444;-0.237079;[3.5011730194091797, 81.62444305419922, -0.23707899451255798]
3.4950657;81.73556;-0.23673877;[3.495065689086914, 81.73555755615234, -0.23673877120018005]
3.4416213;74.716606;-0.2384921;[3.4416213035583496, 74.71660614013672, -0.23849210143089294]
1.1634693;86.19186;-0.22628175;[1.1634693145751953, 86.19185638427734, -0.22628174722194672]
0.79211617;96.36651;-0.21952857;[0.7921161651611328, 96.36650848388672, -0.21952857077121735]
1.2889607;82.2688;-0.22686782;[1.2889606952667236, 82.268798828125, -0.22686782479286194]
1.1636901;87.07226;-0.22543849;[1.1636900901794434, 87.07225799560547, -0.22543849050998688]
1.2832719;82.97576;-0.22661057;[1.2832719087600708, 82.97576141357422, -0.22661057114601135]
1.5337778;75.41316;-0.23070629;[1.5337778329849243, 75.41316223144531, -0.23070628941059113]
0.9886062;93.03547;-0.2223005;[0.9886062145233154, 93.03546905517578, -0.22230049967765808]
1.4643978;79.418625;-0.22965503;[1.4643977880477905, 79.41862487792969, -0.22965502738952637]
3.6613545;74.6038;-0.24843287;[3.6613545417785645, 74.60379791259766, -0.24843287467956543]
2.4639664;83.51275;-0.23101065;[2.4639663696289062, 83.51274871826172, -0.23101064562797546]
2.694188;76.76759;-0.23450527;[2.694188117980957, 76.76759338378906, -0.23450526595115662]
3.4771614;85.028915;-0.23398468;[3.477161407470703, 85.02891540527344, -0.23398467898368835]
3.4508784;77.99894;-0.23696509;[3.450878381729126, 77.99893951416016, -0.2369650900363922]
3.1887765;76.12087;-0.23448692;[3.1887764930725098, 76.1208724975586, -0.234486922621727]
3.6357512;78.51597;-0.2449665;[3.635751247406006, 78.5159683227539, -0.2449665069580078]
3.1234417;80.65514;-0.23337753;[3.123441696166992, 80.65514373779297, -0.23337753117084503]
3.3509815;68.9683;-0.23782188;[3.3509814739227295, 68.96829986572266, -0.23782187700271606]
3.4118123;76.49905;-0.23609748;[3.4118123054504395, 76.4990463256836, -0.23609748482704163]
3.4118998;76.51155;-0.236094;[3.4118998050689697, 76.51155090332031, -0.23609399795532227]
2.6986246;83.530495;-0.22841908;[2.698624610900879, 83.5304946899414, -0.22841908037662506]
2.7037888;80.50523;-0.22971731;[2.7037887573242188, 80.50523376464844, -0.22971731424331665]
2.502754;88.32107;-0.22717282;[2.502753973007202, 88.3210678100586, -0.2271728217601776]
2.6754298;81.50077;-0.23020242;[2.6754298210144043, 81.50077056884766, -0.23020242154598236]
2.7437067;77.93807;-0.23209544;[2.743706703186035, 77.93807220458984, -0.23209543526172638]
2.5402923;86.438614;-0.22860184;[2.540292263031006, 86.43861389160156, -0.2286018431186676]
2.7182329;79.455025;-0.23169132;[2.7182328701019287, 79.45502471923828, -0.23169131577014923]
2.9289134;72.2509;-0.23493451;[2.9289133548736572, 72.25090026855469, -0.2349345088005066]
2.7045105;84.12551;-0.23156652;[2.704510450363159, 84.1255111694336, -0.23156651854515076]
2.8855102;76.894135;-0.23381332;[2.885510206222534, 76.89413452148438, -0.2338133156299591]
2.966129;73.47603;-0.23617744;[2.9661290645599365, 73.47602844238281, -0.2361774444580078]
2.7988908;78.434746;-0.23254202;[2.7988908290863037, 78.43474578857422, -0.232542023062706]
3.55249;73.46592;-0.24421448;[3.552489995956421, 73.4659194946289, -0.2442144751548767]
2.8177495;78.41662;-0.23195112;[2.817749500274658, 78.41661834716797, -0.23195111751556396]
3.5489006;73.65;-0.24394423;[3.548900604248047, 73.6500015258789, -0.2439442276954651]
3.4441643;73.099335;-0.23956373;[3.444164276123047, 73.09933471679688, -0.2395637333393097]
3.059626;83.932556;-0.23190174;[3.0596261024475098, 83.93255615234375, -0.23190173506736755]
2.6577697;82.92504;-0.2302065;[2.6577696800231934, 82.92504119873047, -0.23020650446414948]
3.395632;74.22051;-0.2367192;[3.395632028579712, 74.22051239013672, -0.23671920597553253]
2.8357096;75.94147;-0.23329598;[2.835709571838379, 75.94146728515625, -0.2332959771156311]
3.3292456;78.23033;-0.23685028;[3.3292455673217773, 78.23033142089844, -0.23685027658939362]
2.8723814;77.19273;-0.23453753;[2.8723814487457275, 77.19273376464844, -0.2345375269651413]
3.4195638;66.25182;-0.24251175;[3.4195637702941895, 66.25182342529297, -0.24251174926757812]
3.4505858;78.89468;-0.2364217;[3.4505858421325684, 78.8946762084961, -0.23642170429229736]
1.2715434;85.055595;-0.22679019;[1.2715433835983276, 85.05559539794922, -0.226790189743042]
3.4998202;80.08738;-0.23792808;[3.4998202323913574, 80.0873794555664, -0.23792807757854462]
3.4359186;75.39016;-0.23783714;[3.4359185695648193, 75.3901596069336, -0.23783713579177856]
3.4279947;71.638084;-0.23970215;[3.427994728088379, 71.6380844116211, -0.23970215022563934]
1.1594783;81.10356;-0.22457789;[1.1594783067703247, 81.10356140136719, -0.2245778888463974]
0.9286897;88.249374;-0.2212705;[0.92868971824646, 88.24937438964844, -0.22127050161361694]
1.1543581;81.19697;-0.22455367;[1.154358148574829, 81.19696807861328, -0.2245536744594574]
3.44168;75.96929;-0.23775321;[3.4416799545288086, 75.96929168701172, -0.23775321245193481]
3.413787;69.090324;-0.24057189;[3.4137868881225586, 69.09032440185547, -0.24057188630104065]
3.4902904;90.077705;-0.23158598;[3.490290403366089, 90.07770538330078, -0.23158597946166992]
3.4553652;82.92902;-0.23424828;[3.4553651809692383, 82.92902374267578, -0.23424828052520752]
3.4779468;80.934746;-0.23644355;[3.4779467582702637, 80.93474578857422, -0.23644354939460754]
1.1727474;82.52327;-0.22568837;[1.1727473735809326, 82.52326965332031, -0.2256883680820465]
3.4741073;77.44131;-0.238339;[3.474107265472412, 77.4413070678711, -0.23833900690078735]
2.2916932;83.40197;-0.22729422;[2.2916932106018066, 83.40196990966797, -0.2272942215204239]
2.4375615;76.52479;-0.22999346;[2.437561511993408, 76.52478790283203, -0.22999346256256104]
2.3241482;84.95829;-0.22892278;[2.324148178100586, 84.95829010009766, -0.2289227843284607]
0.8363776;86.11106;-0.22002621;[0.8363776206970215, 86.1110610961914, -0.22002620995044708]
0.87322354;87.896774;-0.22192635;[0.8732235431671143, 87.89677429199219, -0.22192634642124176]
0.6404216;92.07687;-0.21715897;[0.6404216289520264, 92.07687377929688, -0.2171589732170105]
0.624769;93.70031;-0.21775705;[0.6247689723968506, 93.70030975341797, -0.21775704622268677]
0.84361744;86.02015;-0.22012714;[0.8436174392700195, 86.02014923095703, -0.220127135515213]
0.87286067;84.957664;-0.22040716;[0.8728606700897217, 84.9576644897461, -0.2204071581363678]
0.884887;86.94945;-0.22172593;[0.8848869800567627, 86.94944763183594, -0.2217259258031845]
1.1227945;79.83245;-0.22511093;[1.122794508934021, 79.83245086669922, -0.22511093318462372]
0.91871285;88.49679;-0.22334951;[0.918712854385376, 88.49678802490234, -0.22334951162338257]
1.3078028;78.495964;-0.2271543;[1.3078027963638306, 78.49596405029297, -0.22715429961681366]
0.86884665;93.6928;-0.2215342;[0.8688466548919678, 93.69280242919922, -0.22153419256210327]
1.1016599;86.71884;-0.22504091;[1.101659893989563, 86.71884155273438, -0.22504091262817383]
2.8074958;72.67841;-0.23318031;[2.8074958324432373, 72.67841339111328, -0.23318031430244446]
2.4050798;83.400345;-0.22803374;[2.4050798416137695, 83.40034484863281, -0.22803373634815216]
2.5245721;79.84542;-0.22986498;[2.5245721340179443, 79.84542083740234, -0.22986498475074768]
2.2956564;88.46412;-0.22594458;[2.295656442642212, 88.46411895751953, -0.22594457864761353]
2.2268367;79.78825;-0.2280147;[2.226836681365967, 79.78825378417969, -0.22801469266414642]
2.753759;72.64376;-0.23296197;[2.7537589073181152, 72.64376068115234, -0.232961967587471]
2.2266881;81.10218;-0.22882222;[2.2266881465911865, 81.10218048095703, -0.22882221639156342]
2.4692914;74.19117;-0.23272961;[2.4692914485931396, 74.19116973876953, -0.23272961378097534]
2.785729;74.30718;-0.23459698;[2.785728931427002, 74.30718231201172, -0.23459698259830475]
0.83840275;85.995605;-0.22001144;[0.8384027481079102, 85.99560546875, -0.22001144289970398]
1.0729234;78.8741;-0.22332416;[1.0729234218597412, 78.87409973144531, -0.22332416474819183]
0.838104;86.00619;-0.22000833;[0.8381040096282959, 86.00618743896484, -0.22000832855701447]
0.61623263;93.388306;-0.21730016;[0.6162326335906982, 93.3883056640625, -0.2173001617193222]
0.8343637;86.06005;-0.21997039;[0.8343636989593506, 86.06005096435547, -0.21997039020061493]
0.8413613;85.79392;-0.22002287;[0.8413612842559814, 85.7939224243164, -0.22002287209033966]
1.0278288;82.363625;-0.22430685;[1.0278288125991821, 82.3636245727539, -0.2243068516254425]
0.8483412;86.971565;-0.2204654;[0.8483412265777588, 86.97156524658203, -0.22046540677547455]
0.5716338;96.62099;-0.21813329;[0.5716338157653809, 96.62098693847656, -0.21813328564167023]
0.8187964;89.33798;-0.22128148;[0.8187963962554932, 89.33798217773438, -0.2212814837694168]
1.0276742;82.12731;-0.22371383;[1.0276741981506348, 82.12731170654297, -0.22371383011341095]
1.0891637;82.12818;-0.22620492;[1.0891636610031128, 82.12818145751953, -0.22620491683483124]
1.2042954;79.132355;-0.22792268;[1.2042953968048096, 79.13235473632812, -0.22792267799377441]
1.0764337;83.72475;-0.22585642;[1.0764336585998535, 83.72474670410156, -0.22585642337799072]
0.8847742;88.34749;-0.22075973;[0.8847742080688477, 88.34748840332031, -0.22075973451137543]
3.4260788;91.030785;-0.23123112;[3.4260787963867188, 91.0307846069336, -0.23123112320899963]
3.4443312;76.62152;-0.23748626;[3.444331169128418, 76.62152099609375, -0.23748625814914703]
0.91406274;89.95624;-0.22232457;[0.9140627384185791, 89.95623779296875, -0.22232456505298615]
3.5032878;78.317184;-0.23913178;[3.5032877922058105, 78.31718444824219, -0.23913177847862244]
3.424308;69.730705;-0.24066558;[3.4243080615997314, 69.73070526123047, -0.24066558480262756]
3.4518182;77.704796;-0.23718144;[3.4518182277679443, 77.70479583740234, -0.23718143999576569]
2.104508;81.62054;-0.22709303;[2.1045079231262207, 81.62053680419922, -0.22709302604198456]
2.0975864;83.761635;-0.2259495;[2.0975863933563232, 83.76163482666016, -0.2259494960308075]
2.7871296;80.98623;-0.23030241;[2.7871296405792236, 80.9862289428711, -0.23030240833759308]
2.1464052;85.535706;-0.22818321;[2.1464052200317383, 85.53570556640625, -0.22818320989608765]
2.5665944;69.53553;-0.23254588;[2.566594362258911, 69.53553009033203, -0.2325458824634552]
2.313538;87.21648;-0.22741944;[2.313538074493408, 87.21647644042969, -0.2274194359779358]
2.542648;80.03672;-0.23065564;[2.5426480770111084, 80.0367202758789, -0.23065564036369324]
3.5505376;74.73214;-0.24337721;[3.550537586212158, 74.73213958740234, -0.2433772087097168]
2.572929;81.28172;-0.23195204;[2.5729289054870605, 81.28172302246094, -0.23195204138755798]
3.5284402;67.54583;-0.24663824;[3.528440237045288, 67.54582977294922, -0.2466382384300232]
3.3854375;74.555824;-0.23606262;[3.385437488555908, 74.55582427978516, -0.23606261610984802]
3.2807598;84.8612;-0.23269565;[3.280759811401367, 84.86119842529297, -0.23269565403461456]
3.4113624;74.589386;-0.23720771;[3.411362409591675, 74.58938598632812, -0.23720771074295044]
3.4267647;76.127426;-0.23698938;[3.426764726638794, 76.12742614746094, -0.23698937892913818]
0.88848853;89.545616;-0.22052445;[0.8884885311126709, 89.54561614990234, -0.22052444517612457]
1.1153253;82.51326;-0.22378623;[1.1153253316879272, 82.51325988769531, -0.22378623485565186]
3.4650695;89.65512;-0.23070279;[3.465069532394409, 89.65512084960938, -0.23070278763771057]
0.64722466;96.80048;-0.21712351;[0.6472246646881104, 96.80048370361328, -0.21712350845336914]
3.4484632;83.40363;-0.2336572;[3.448463201522827, 83.40363311767578, -0.23365719616413116]
0.8786378;89.61769;-0.22043104;[0.8786377906799316, 89.61769104003906, -0.22043104469776154]
3.486208;80.948975;-0.23680636;[3.486207962036133, 80.948974609375, -0.23680636286735535]
1.1406887;83.41852;-0.22477192;[1.1406886577606201, 83.41851806640625, -0.2247719168663025]
3.4491906;86.21112;-0.23202796;[3.449190616607666, 86.21112060546875, -0.23202796280384064]
1.3732384;76.46186;-0.22808383;[1.373238444328308, 76.46186065673828, -0.22808383405208588]
3.4526732;78.34951;-0.23683822;[3.4526731967926025, 78.3495101928711, -0.2368382215499878]
3.4188066;72.67713;-0.23867421;[3.418806552886963, 72.67713165283203, -0.23867420852184296]
2.2134094;85.722725;-0.22828674;[2.213409423828125, 85.72272491455078, -0.2282867431640625]
2.451046;77.30949;-0.23130809;[2.4510459899902344, 77.30948638916016, -0.23130808770656586]
2.3964643;78.3103;-0.23096098;[2.3964643478393555, 78.310302734375, -0.23096098005771637]
0.8191266;85.86827;-0.21964812;[0.8191266059875488, 85.86827087402344, -0.21964812278747559]
0.85631704;87.70567;-0.22159049;[0.8563170433044434, 87.70567321777344, -0.22159048914909363]
0.65572286;95.49681;-0.21978694;[0.6557228565216064, 95.49681091308594, -0.21978694200515747]
1.0469167;78.985725;-0.2228908;[1.0469167232513428, 78.98572540283203, -0.22289079427719116]
1.0799735;80.51012;-0.22451608;[1.0799734592437744, 80.51011657714844, -0.22451607882976532]
1.0842712;80.46641;-0.22458775;[1.0842711925506592, 80.4664077758789, -0.22458775341510773]
1.292376;71.57241;-0.22633667;[1.2923760414123535, 71.5724105834961, -0.22633667290210724]
0.99439645;82.385704;-0.22267346;[0.994396448135376, 82.38570404052734, -0.2226734608411789]
0.86483836;86.97967;-0.22061874;[0.8648383617401123, 86.97966766357422, -0.22061873972415924]
1.007717;83.12467;-0.22259827;[1.0077170133590698, 83.12467193603516, -0.22259826958179474]
0.98817396;82.62922;-0.22261404;[0.9881739616394043, 82.62921905517578, -0.22261403501033783]
1.2544384;76.07032;-0.22647393;[1.2544384002685547, 76.07032012939453, -0.22647392749786377]
0.5096564;96.8871;-0.21561185;[0.5096564292907715, 96.88710021972656, -0.21561184525489807]
0.62439275;94.19359;-0.21721941;[0.6243927478790283, 94.19358825683594, -0.21721941232681274]
